,product_uid,material
422604,131754.0,Wood
422634,131761.0,Metal
422666,131769.0,Vinyl
422695,131770.0,Composite
422718,131771.0,Plastic
422737,131772.0,Brass
422794,131787.0,Concrete
422865,131797.0,Metal
422911,131801.0,Plastic
422928,131807.0,Plastic
422982,131810.0,Metal
423007,131812.0,PVC
423074,131815.0,PVC
423104,131817.0,Vinyl
423196,131831.0,Stainless Steel
423234,131833.0,Metal
423290,131840.0,Steel
423341,131843.0,Other
423395,131846.0,Acrylic
423461,131856.0,Iron Ferrite
423483,131858.0,Copper
423528,131862.0,Plastic
423550,131866.0,Wood
423570,131867.0,Plastic
423591,131869.0,Resin
423679,131875.0,Iron
423689,131876.0,Galvanized Steel
423728,131881.0,PVC
423789,131883.0,Plastic
423885,131890.0,Steel
423946,131894.0,PVC
423976,131896.0,Aluminum
424169,131914.0,PVC
424207,131916.0,Steel
424218,131917.0,Steel
424311,131924.0,Brass
424357,131927.0,Aluminum
424409,131930.0,Vinyl
424429,131931.0,Metal
424630,131950.0,Vitreous China
424710,131953.0,Alloy
424798,131965.0,Medium Density Fiberboard (MDF)
424898,131980.0,Steel
424922,131981.0,Wood
425023,131988.0,Rubber
425090,131991.0,Zinc
425117,131997.0,Brass
425139,131999.0,Plastic
425219,132006.0,100% post-industrial recycled synthetic fibers with a non-skid rubber backing
425249,132008.0,Composite
425267,132009.0,Stainless Steel
425316,132011.0,Steel/Wood
425497,132021.0,Fiberglass
425628,132029.0,Wood
425734,132037.0,Steel
425753,132042.0,Plastic
425833,132049.0,Metal
425851,132051.0,Plastic
425874,132052.0,Wood
425893,132053.0,Plastic
425911,132054.0,Steel
426038,132061.0,PVC
426090,132064.0,Other
426118,132065.0,Plastic
426205,132070.0,Brass
426223,132073.0,Steel
426249,132078.0,Cedar
426307,132083.0,Fiberglass
426479,132096.0,Aluminum
426535,132099.0,PVC
426555,132100.0,Steel
426608,132106.0,Laminate
426609,132106.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
426689,132113.0,Granite
426709,132114.0,Metal
426761,132119.0,Wood
426800,132123.0,Wood
426885,132129.0,Galvanized Steel
427125,132150.0,Steel
427213,132155.0,PVC
427346,132169.0,Laminate
427404,132173.0,Aluminum
427423,132175.0,Vinyl
427459,132180.0,Steel
427480,132181.0,PVC
427534,132194.0,Galvanized Steel
427607,132197.0,Steel
427621,132201.0,Steel
427708,132208.0,Cast Iron
427745,132212.0,Metal
427856,132221.0,Felt
428091,132232.0,Plastic
428173,132236.0,Metal
428186,132238.0,Plastic
428201,132239.0,Copper
428242,132244.0,PVC
428266,132246.0,Brass
428294,132247.0,Laminate
428347,132252.0,Plastic
428395,132259.0,Metal
428473,132268.0,Metal
428488,132269.0,Plastic
428515,132270.0,Metal
428540,132272.0,Metal
428674,132291.0,Metal
428742,132300.0,Laminate
428743,132300.0,HDF core
428826,132314.0,Polypropylene
428850,132315.0,Zinc
428903,132320.0,Metal
428923,132321.0,Medium Density Fiberboard (MDF)
428950,132322.0,Vinyl
428990,132325.0,Fabric
429009,132327.0,Polyester
429044,132334.0,Resin
429122,132353.0,Aluminum
429147,132354.0,Stainless Steel
429179,132357.0,Laminate
429198,132361.0,PVC
429315,132380.0,Wood
429334,132387.0,PVC
429371,132390.0,Iron
429450,132394.0,PVC
429485,132396.0,Vitreous China
429568,132406.0,Ceramic
429616,132413.0,Aluminum
429628,132417.0,Brass
429645,132421.0,Plastic
429655,132424.0,Iron
429676,132425.0,Steel
429727,132431.0,Galvanized Steel
429757,132432.0,Stainless Steel
429800,132436.0,Steel
429829,132439.0,Copper piping and accessories.
429878,132441.0,Fiberglass
429901,132446.0,Plastic
429942,132449.0,Red Oak
429965,132451.0,Steel
430008,132463.0,Wood
430067,132466.0,Steel
430134,132474.0,Plastic
430196,132481.0,Metal
430245,132490.0,Polyethylene
430330,132501.0,Brass
430370,132508.0,Steel
430438,132513.0,Vinyl
430457,132514.0,Metal
430635,132532.0,Composite
430649,132533.0,Plastic
430661,132534.0,Cement
430689,132537.0,Metal
430856,132558.0,Plastic
430891,132559.0,Wood
430918,132562.0,Metal
430947,132563.0,Brass
430974,132564.0,Laminated Particle Board
431048,132569.0,Medium Density Fiberboard (MDF)
431081,132572.0,Vinyl
431168,132581.0,Vitreous China
431506,132613.0,Steel
431646,132623.0,Wood
431678,132624.0,Composite
431711,132627.0,Stainless Steel
431759,132632.0,Steel
431783,132637.0,PVC
431882,132643.0,Vitreous China
431999,132652.0,Steel
432117,132670.0,Zinc Coated
432118,132670.0,Galvanized Steel
432184,132674.0,Quartz
432253,132677.0,Wood
432267,132680.0,Other
432285,132681.0,Oak
432304,132682.0,PVC
432353,132690.0,Steel
432449,132706.0,Metal
432474,132710.0,Laminate
432475,132710.0,"Medium density fiberboard, paper, resin (both acrylic and melamine), polyurethane hot metal adhesive and olefin hot metal adhesive"
432595,132718.0,Aluminum
432620,132721.0,Metal
432655,132725.0,Brass
432736,132728.0,Steel
432795,132735.0,Fibre Reinforced Polymer (FRP)
432857,132747.0,Brass
432874,132750.0,Clay
432899,132752.0,Wood
432921,132754.0,PVC
432974,132765.0,PVC
432990,132766.0,Brass
433005,132767.0,Zinc
433025,132771.0,Plastic
433068,132775.0,Steel
433285,132789.0,Metal
433412,132796.0,Glass
433426,132800.0,Composite
433441,132806.0,Plastic
433479,132808.0,Aluminum
433523,132812.0,Brown PVC
433552,132814.0,Steel
433582,132819.0,Plastic
433752,132834.0,Metal
433775,132836.0,Steel
433917,132860.0,Plastic
433931,132861.0,Zinc Coated
433932,132861.0,Galvanized Steel
434145,132878.0,plastic
434216,132881.0,Aluminum
434306,132887.0,Metal
434372,132896.0,Concrete
434557,132916.0,Plastic
434638,132924.0,Vinyl
434786,132935.0,Steel
434815,132941.0,Concrete
434882,132945.0,Composite
434897,132952.0,PVC
434914,132955.0,Zinc
435280,132991.0,PVC
435387,132998.0,Metal
435498,133006.0,Steel
435519,133009.0,Other
435545,133012.0,PVC
435585,133014.0,Wood
435790,133030.0,Laminate
435910,133041.0,Steel
435946,133044.0,Laminate
435995,133052.0,Metal
436097,133057.0,Wood
436206,133067.0,Plastic
436217,133069.0,Plastic
436285,133072.0,Fiberglass
436322,133076.0,Vinyl
436505,133095.0,Acrylic
436585,133100.0,Plastic
436638,133104.0,Steel
436683,133106.0,Steel
436761,133119.0,Plastic
436787,133120.0,Composite
436914,133140.0,Solid Brass
437106,133155.0,Galvanized Steel
437171,133165.0,PVC
437195,133167.0,Steel
437268,133189.0,Acrylonitrile Butadiene Styrene (ABS)
437349,133192.0,Metal
437544,133205.0,Metal
437563,133208.0,Vinyl
437636,133218.0,Polypropylene
437668,133219.0,Metal
437871,133233.0,Wood
437907,133236.0,Metal
438090,133254.0,"32% Diilsononyl Phthalate, 30% PVC, 26% Calcium Carbonate, 12% polyester"
438166,133264.0,Acrylic
438311,133275.0,Iron
438622,133308.0,PVC
438698,133315.0,Steel
438724,133318.0,Steel
438870,133330.0,Laminate
438905,133335.0,Solid Brass
438929,133340.0,Laminate
438930,133340.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
438943,133348.0,Plastic
438962,133351.0,Steel
439031,133355.0,Steel
439144,133365.0,Polymer
439175,133367.0,Aluminum
439192,133368.0,Quartz
439382,133386.0,Polycarbonate
439496,133393.0,Steel
439529,133402.0,Wood
439575,133405.0,Bronze
439594,133406.0,Steel
439627,133410.0,Steel
439647,133415.0,Stainless Steel
439834,133434.0,Plastic
439994,133454.0,Plastic
440036,133458.0,Composite
440057,133459.0,Galvanized Steel
440094,133464.0,Rubber
440149,133467.0,Stainless Steel
440168,133468.0,Bronze
440193,133469.0,Brass
440215,133470.0,Plastic
440281,133485.0,Porcelain
440535,133507.0,Steel
440756,133532.0,Metal
440862,133548.0,Pine
440906,133552.0,Fabric
440945,133555.0,Solid Surface
441212,133566.0,Concrete
441404,133590.0,Galvanized Steel
441600,133600.0,Steel
441608,133603.0,Steel
441657,133615.0,Steel
441787,133624.0,Brass
441863,133627.0,Aluminum
441906,133629.0,Ceramic
441977,133636.0,Wood
442007,133637.0,Steel
442082,133641.0,Brass
442164,133644.0,Wood
442234,133647.0,Steel
442260,133651.0,Wood
442396,133663.0,Laminate
442397,133663.0,High Density Fiberboard (HDF)
442464,133672.0,Aluminum
442537,133680.0,Galvanized Steel
442652,133686.0,Steel
442671,133690.0,Other
442782,133702.0,Wood
442828,133707.0,Fiberglass
442849,133708.0,Brass
442872,133712.0,Chrome-Plated Steel
443022,133720.0,Drywall
443045,133721.0,Polyethylene
443063,133724.0,Plastic
443090,133729.0,Vinyl
443239,133739.0,Steel
443322,133746.0,Steel
443361,133751.0,Stainless Steel
443384,133754.0,Wood
443395,133757.0,Galvanized Steel
443525,133774.0,Galvanized Steel
443581,133776.0,Steel
443599,133777.0,Metal
443740,133792.0,Wood
443776,133801.0,Steel
443790,133805.0,Plastic
443850,133809.0,Composite
443869,133811.0,Wood
443915,133820.0,Composite
443955,133823.0,Metal
444024,133826.0,Brass
444118,133835.0,Brass
444153,133836.0,Multi-Surface
444202,133840.0,Metal
444231,133841.0,Acrylic
444262,133845.0,Zinc
444296,133848.0,Metal
444315,133851.0,Polyethylene
444344,133852.0,Melamine
444411,133857.0,Plastic
444425,133859.0,Plastic
444442,133860.0,Plastic
444492,133862.0,Wood
444511,133863.0,Wood
444563,133867.0,Wood
444590,133869.0,PVC
444608,133871.0,Plastic
444626,133875.0,Zinc Coated
444627,133875.0,Galvanized Steel
444701,133885.0,Fiberglass
444791,133896.0,PVC
444853,133900.0,Acrylonitrile Butadiene Styrene (ABS)
444891,133902.0,Wood
444926,133903.0,Travertine
444945,133904.0,Fabric
444991,133907.0,Wood
445013,133909.0,Metal
445034,133914.0,Natural Stone
445111,133918.0,PVC
445159,133921.0,Fiberglass
445173,133924.0,Brass
445238,133929.0,Composite
445292,133936.0,Vinyl
445318,133937.0,Anodized Steel
445347,133938.0,Aluminum
445375,133939.0,Wood
445403,133941.0,PVC
445513,133947.0,Vinyl
445531,133949.0,Laminate
445600,133955.0,Clay
445647,133957.0,Vinyl
445666,133958.0,Steel
445723,133960.0,Plastic
445850,133968.0,Medium Density Fiberboard (MDF)
445873,133971.0,Composite
445903,133973.0,Metal
445986,133978.0,Plastic
446299,134005.0,Metal
446380,134011.0,Steel
446420,134012.0,Laminate
446489,134015.0,Steel
446505,134019.0,Cardboard
446527,134027.0,Steel
446543,134028.0,PVC
446619,134037.0,Composite
446712,134039.0,Other
446932,134055.0,Polyester
447066,134069.0,Rubber
447083,134071.0,Steel
447112,134074.0,Steel
447135,134075.0,Medium Density Fiberboard (MDF)
447152,134078.0,Other
447271,134085.0,Metal
447319,134090.0,Vinyl
447342,134100.0,Wood
447415,134111.0,PVC
447430,134113.0,Aluminum
447461,134116.0,Composite
447506,134124.0,Metal
447530,134125.0,Solid Brass
447606,134140.0,PVC
447627,134141.0,Stainless Steel
447765,134160.0,Composite
447813,134163.0,Other
447824,134166.0,Stainless Steel
447862,134170.0,Fabric
448224,134211.0,Wood
448265,134214.0,Galvanized Steel
448282,134217.0,Plastic
448304,134218.0,Acrylic
448322,134220.0,Plastic
448342,134221.0,Metal
448358,134222.0,Acrylic
448604,134235.0,Brass
448636,134236.0,Wood
448721,134252.0,Brass
448733,134253.0,"Nylon, poly sheepskin"
448806,134258.0,Steel
448879,134265.0,Stainless Steel
448897,134268.0,Plastic
448955,134274.0,Vinyl
449000,134281.0,Vinyl
449021,134283.0,Rubber
449128,134287.0,Steel
449169,134288.0,Fiberglass
449254,134297.0,Aluminum
449268,134299.0,Polycarbonate
449311,134302.0,Stainless Steel
449333,134306.0,Steel
449349,134308.0,Composite
449364,134313.0,Metal
449382,134316.0,Wood
449447,134320.0,Steel
449469,134321.0,Wood
449604,134326.0,100% Solution Dyed Polyester
449686,134340.0,Composite
449731,134345.0,Composite
449752,134346.0,Cast Iron
449779,134347.0,Resin
449846,134352.0,PVC
449983,134363.0,Metal
450121,134373.0,Aluminum
450134,134376.0,Plastic
450214,134390.0,Copper
450244,134394.0,Composite
450256,134396.0,Brass
450296,134400.0,Stainless Steel
450329,134401.0,Acrylic
450437,134413.0,Other
450574,134425.0,Brass
450597,134429.0,PVC
450693,134437.0,Steel
450708,134438.0,Velvet
450743,134441.0,Rubber
450793,134448.0,Metal
450815,134452.0,PVC
450886,134457.0,Wood
450934,134472.0,Laminate
450954,134474.0,Stainless Steel
451040,134480.0,Steel
451234,134500.0,Steel
451252,134501.0,Steel
451582,134536.0,Composite
451620,134538.0,Manufactured from certified Environmentally Preferred laminated particle panels.
451695,134541.0,Steel
451747,134547.0,Brass
451820,134554.0,Aluminum
451849,134555.0,Galvanized Steel
451850,134555.0,Plastic
451875,134556.0,Wood
451922,134565.0,Plastic
451939,134566.0,Plastic
451961,134568.0,Acrylic
451978,134570.0,PVC
452081,134579.0,Resin
452110,134585.0,Faux wood
452155,134590.0,High Density Fiberboard (HDF)
452156,134590.0,Laminate
452284,134596.0,Acrylic
452298,134597.0,Metal
452315,134598.0,Copper
452345,134599.0,Vinyl
452427,134605.0,Stainless Steel
452439,134608.0,Metal
452473,134611.0,Glass
452623,134642.0,Plastic
452704,134650.0,Plastic
452823,134666.0,Wood
452851,134673.0,Brass
452966,134684.0,Wood
453068,134699.0,Resin
453085,134700.0,Sand
453179,134704.0,Rubber
453206,134708.0,Galvanized Steel
453223,134710.0,Steel
453324,134719.0,Galvanized Steel
453700,134747.0,Plastic
453718,134749.0,Stainless Steel
453835,134759.0,Plastic
453982,134768.0,Steel
454036,134773.0,PVC
454057,134774.0,Rubber
454077,134775.0,Wood
454078,134775.0,"Rubberwood, E1 MDF and tempered glass construction with metal handles"
454103,134778.0,PVC
454123,134783.0,Wood
454218,134801.0,Stainless Steel
454239,134802.0,PVC
454366,134808.0,Composite
454383,134811.0,Aluminum
454397,134812.0,Metal
454519,134821.0,Polypropylene
454628,134826.0,Acrylic
454735,134837.0,Fiberboard
454753,134838.0,PVC
454866,134857.0,Aluminum
454890,134858.0,Plastic
454963,134864.0,Wood
454991,134869.0,Steel
455017,134871.0,Brass
455069,134881.0,Vitreous China
455092,134885.0,Aluminum
455134,134888.0,Thermoplastic
455156,134889.0,Steel
455178,134896.0,Steel
455261,134908.0,Polyethylene
455320,134916.0,Fiberglass
455365,134917.0,Wood
455386,134918.0,Steel
455528,134927.0,Vitreous China
455880,134964.0,Vinyl
455914,134968.0,Stone
456050,134972.0,Laminated particleboard
456180,134993.0,Plastic
456196,134994.0,Steel
456560,135027.0,Glass
456798,135058.0,Bamboo
456827,135059.0,Plastic
456844,135060.0,Stainless Steel
456958,135067.0,Stainless Steel
456974,135068.0,Cast Metal
457079,135075.0,Metal
457185,135082.0,Aluminum
457204,135089.0,Rubber
457223,135090.0,Pine
457299,135094.0,Acrylic
457330,135098.0,Wood
457376,135101.0,PVC
457476,135112.0,Acrylic
457572,135120.0,Granite
457607,135128.0,PVC
457671,135139.0,Concrete
457716,135150.0,Cast Metal
457782,135159.0,Brass
457809,135164.0,Vinyl
457838,135165.0,Wood
457969,135169.0,Steel
458007,135171.0,Clay
458162,135185.0,Rubber
458248,135194.0,Steel
458300,135198.0,Laminate
458361,135204.0,Wood
458441,135210.0,Metal
458492,135212.0,PVC
458528,135216.0,Clay
458547,135217.0,PVC
458613,135229.0,Ceramic
458638,135231.0,Wood
458831,135258.0,Steel
458853,135262.0,Ceramic
459006,135273.0,Vitreous China
459071,135279.0,Other
459097,135281.0,Steel
459150,135289.0,Wood
459190,135297.0,Plastic
459226,135300.0,Concrete
459300,135309.0,Brass
459340,135315.0,Aluminum
459446,135322.0,Vinyl
459469,135323.0,Other
459488,135324.0,Vinyl
459510,135325.0,Wood
459612,135340.0,Composite
459671,135349.0,Other
459692,135350.0,Metal
459783,135355.0,Metal
460128,135380.0,Other
460143,135382.0,Vinyl
460231,135389.0,Cast polymers
460232,135389.0,Polymer
460249,135390.0,Plastic
460267,135391.0,Stamped Steel
460373,135398.0,Solid Surface
460585,135411.0,Nylon
460629,135414.0,Vinyl
460652,135415.0,Polyethylene
460811,135428.0,Plastic
460870,135431.0,Wood
460910,135435.0,PVC
460992,135450.0,Fabric
461049,135455.0,Metal
461120,135457.0,Composite
461142,135458.0,Metal
461182,135467.0,Wood
461404,135492.0,Wood
461426,135493.0,Plastic
461449,135495.0,Stainless Steel
461500,135498.0,Vinyl
461600,135504.0,Vitreous China
461639,135506.0,Zinc Coated
461640,135506.0,Galvanized Steel
461668,135510.0,Slate
461812,135518.0,Steel
461831,135519.0,PVC
461852,135521.0,Steel
461868,135523.0,Vinyl
462017,135537.0,Vinyl
462037,135540.0,Steel
462080,135545.0,Composite
462312,135575.0,Plastic
462364,135582.0,Brass
462516,135595.0,Resin
462701,135608.0,Galvanized Steel
462861,135625.0,Wood
462898,135631.0,Metal
462918,135632.0,Zinc
462952,135641.0,Rubber
462968,135645.0,Metal
463254,135667.0,Metal
463359,135670.0,Metal
463632,135700.0,Plastic
463665,135712.0,Plastic
463722,135715.0,Other
463762,135719.0,Resin
463836,135723.0,Metal
463871,135725.0,Fiberglass
463961,135731.0,Steel
464018,135735.0,Wood
464036,135736.0,PVC
464064,135737.0,Vinyl
464087,135740.0,Steel
464212,135749.0,Steel
464381,135767.0,Wood
464471,135775.0,Brass
464528,135788.0,Steel
464631,135797.0,"15% Polyester, 85%  Pvc Foam"
464734,135802.0,Stone
464750,135804.0,Vinyl
464765,135806.0,Metal
464781,135808.0,Acrylic
464847,135811.0,Aluminum
464892,135813.0,Metal
465009,135824.0,Vinyl
465023,135825.0,Vinyl
465055,135828.0,Steel
465074,135831.0,Wood
465095,135832.0,Plated/Coated Steel
465096,135832.0,Steel
465116,135833.0,Vinyl
465143,135834.0,Wood
465194,135837.0,Galvanized Steel
465310,135850.0,Polyurethane
465516,135877.0,Brass
465653,135889.0,Steel
465674,135891.0,Steel
465675,135891.0,Plated/Coated Steel
465919,135919.0,Metal
465942,135921.0,Copper
466021,135929.0,Fabric
466140,135934.0,Plastic
466167,135940.0,Vinyl
466359,135959.0,Zinc
466380,135960.0,Polypropylene
466511,135976.0,Metal
466557,135983.0,Cast Metal
466578,135984.0,Polypropylene
466661,135988.0,Resin
466678,135989.0,Cast Iron
466801,136007.0,PVC
466854,136009.0,Steel
466892,136015.0,Steel
466915,136017.0,Fiberglass
466943,136019.0,"Wood, Upholstery, Faux Marble"
466963,136021.0,Plastic
467044,136025.0,Grapevine
467108,136029.0,Cast Metal
467331,136050.0,Quartz
467350,136051.0,Steel
467401,136058.0,PVC
467620,136090.0,Metal
467636,136091.0,Aluminum
467713,136096.0,Aluminum
467730,136099.0,Plastic
467778,136108.0,Wood
467809,136113.0,Steel
467822,136114.0,Rubber
467910,136121.0,Acrylic
467996,136130.0,Solid Brass
468169,136144.0,PVC
468296,136157.0,PVC
468309,136158.0,Polycarbonate
468461,136166.0,Faux wood
468703,136186.0,Aluminum
468757,136189.0,Thermoplastic
468817,136196.0,Other
468945,136202.0,Vinyl
469022,136210.0,Aluminum
469124,136221.0,Glass
469183,136225.0,Stainless Steel
469245,136231.0,Resin
469292,136234.0,Composite
469351,136245.0,PVC
469449,136256.0,Concrete
469472,136258.0,Plastic
469659,136266.0,wood
469834,136285.0,Steel
469907,136298.0,Steel
469960,136303.0,Metal
469979,136304.0,Plastic
470037,136309.0,Wood
470053,136311.0,Wood
470117,136321.0,Composite
470195,136327.0,Metal
470259,136342.0,Polyester
470326,136347.0,Plastic
470383,136352.0,Galvanized Steel
470546,136374.0,Polypropylene with Jute backing
470572,136377.0,Steel
470612,136384.0,Steel
470646,136386.0,Laminate
470680,136389.0,PVC
470757,136397.0,Polypropylene
470782,136399.0,Copper
470800,136405.0,Steel
470819,136407.0,.Particle Board/Composite Filler
470841,136409.0,Polyurethane
470904,136412.0,"32% Diilsononyl Phthalate, 30% PVC, 26% Calcium Carbonate, 12% polyester"
470935,136413.0,Stainless Steel
471125,136432.0,Plastic
471185,136436.0,Other
471288,136442.0,PVC
471356,136444.0,Multi Pack
471426,136457.0,Wood
471450,136462.0,Fabric
471515,136473.0,Brass
471573,136480.0,Wood
471591,136481.0,Steel
471697,136502.0,Fiberglass
471777,136514.0,Thermoplastic
471808,136518.0,Vinyl
471843,136520.0,Steel
471893,136529.0,Other
471937,136537.0,Laminate
471938,136537.0,"Medium Density Fiberboard, paper, Resin (both Acrylic and Melamine), Polyurethane hot metal adhesive and Olefin hot metal adhesive"
